Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
866,5,0.6966,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",serius nanya emng iklannya separah apa saya penguna samsung jdi gk pernah tau
867,4,0.9283,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",gk prah kok cuma mau buka apk bwaan aj ad iklan nya dan itupun gk lama
868,5,0.6935,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",gak dulu deh
869,3,0.5821,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",woilah pake tema redmi a
870,4,0.9154,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",dari dulu disain hp kamera poco terkesan murahan
871,0,0.926,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",makasih om ulasannyajadi mikir buat belipadahal udah ditunggu tunggu
872,5,0.9137,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",kak review one plus t dongg
873,3,0.6231,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bisa dibandingin sama rog pro ato biar flagship tapi beda kelas
874,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",
875,3,0.6008,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bnyk chanel review yg di bungkam supaya ga kasih info hp ini atau hp lainnya yg di review ada iklannyavioner di indo skrg cmn chanel kg yg suka kasih info bug dan info penting bgt buat calon pembeli
876,0,0.9259,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",woohb murah sekali yg beli ini pasti bukna karena speak nya tp karena mereknya
877,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",redmi k ultra
878,5,0.8127,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",alamak citlali
879,1,0.9502,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",aku masih bayangin aja sepertinya bakalan milih iphone di harga jt coz belum punya budget segitu buat beli hp doang
880,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",bang review meizu infinity dong
881,4,0.9554,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",tapi set up kameranya kalo di bayangbayang tuh kaya bentuk mata sharingan atau logo shareit gk sih
882,0,0.9642,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",sembilan ribu lima ratus sembilan puluh sembilan juta kira kira milyar salah bikin thubnail kah bang david
883,0,0.7224,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",sedang menunggu konten barang unik bg david
884,0,0.6949,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",kenapa wireless charging kenapa nggak bypass charging aja
885,2,0.6669,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tim yang beli kopinya doang
886,1,0.4586,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",syangnya camera leica tidak di gandeng
887,3,0.5974,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",juta hp transion aja murah cakep
888,5,0.8399,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",pingin awalnya tp garagara iklan pinjol langsung batalin
889,2,0.9165,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",tim yg nonton beli doang ga nonton
890,1,0.8664,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",ngetik yang bener cil
891,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",review hp realme mirolless bang
892,1,0.6737,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",di poco f kok gak ada iklannya ya di getapps sama tema cuma pas di mivideo doang ada kecil nyamar jadi file video
893,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",
894,3,0.5897,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",udah coba meta glasses bang
895,0,0.4653,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",pas rekam video masih jiter
896,5,0.6934,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",skip ah
897,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang v lite bang bahas apakah wortit apa enggak
898,0,0.8107,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",buat vidio tws lagi bang
899,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",mendang mending xiaomi t kemana mana
900,1,0.6828,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",t vs t pro mending mana selain soal kamera
901,3,0.9395,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",markco sama ajacuma bahan rangkanya aja yg bedaplastik ama metal
902,5,0.8129,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",tes tes
903,0,0.8024,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",persepsi saya masih di percuma hp mahal kalo sinyal internet masih jelek hp butut lebih jreng buat internetan pakai wifi dari pada hp mahal tapi sinyal internet jelek kencengnya di wifi rumah saja dibawa keluar rumah berasa dipelosok desa
904,2,0.5059,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",isian flagship tampangnya tecno cocok untung orang yg ga mau pamer
905,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang kapan riview samsung a
906,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bang review ninfinix note pro g
907,3,0.8997,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",karena belum ltpo konsumsi dayanya lebih boros dong bang
908,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",𝘖 𝘮 𝘢 𝘨 𝘢 𝘢 𝘢
909,5,0.8653,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",review vivo v lite bang
910,1,0.8957,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",itu poco f ultra udh ada esim blm
911,1,0.5238,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",seharga hampir juta mending beli laptop
912,4,0.9153,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",poco merk langganan konter servis
913,4,0.6558,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",poco raja matot bosss
914,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",gak
915,1,0.9712,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",minus hp cina yg plus diangkat jd strategi marketing tp yg lain dikorbanin makanya klu utk all rounded yg hitung balance lah gw msh ttp d samsungiphone
916,4,0.9771,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",harga mendekati flagship tapi masih ada iklan jelas suatu kesalahan fatal pasti ga laku ini unit poco f ultra desaignnya juga biasa aja ga keliatan mahal kecuali pens boy fomo yg banggain poco pasti di beli
917,3,0.4321,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",kan bisa dimatiin lawak
918,4,0.9593,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",cie pensboy poco poco iklan iklan di matiin ribet namanya flagship ya no iklan dong
919,5,0.9545,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",mantep bang david terima kasih sudah meriview dengan detail sangat menggiurkan membuat saya jadi ingin beli kapal apinya d
920,2,0.7034,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",masih pake f
921,4,0.8969,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",desain kamera shareit loh ya
922,1,0.7346,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",tumben telat vid padahal ytber lain udah pada unbox
923,3,0.1933,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",
924,1,0.8144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",mending iqoo
925,0,0.8106,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",njirr sih poco emang
926,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang david review kacamata yg ada bluetooth nya bang
927,5,0.9618,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",p orang yg hz di pantengan pake setedit gak peduli batrai boros gak peduli refres rate harus turun sini kumpul
928,3,0.8218,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",iklan oh iklan
929,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",poco belum bisa bypass charging
930,1,0.9144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",salam 𝐒𝐆𝐈 gampang jepe sehat selalu buat semuanya
931,1,0.8665,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",ke bang salam jepe 𝐒𝐆𝐈
932,1,0.5875,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",geloo 𝐒𝐆𝐈 cair terus x
933,2,0.4909,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya salam dari 𝐒𝐆𝐈
934,3,0.6902,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",padahal review nya telat tapi ntah knapa gua wajib nonton di sini
935,1,0.5614,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",auto jepey 𝐒𝐆𝐈
936,2,0.6804,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",terima kasi rezekinya 𝐒𝐆𝐈
937,3,0.6629,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",𝐒𝐆𝐈 saya maen santai aja tetep bisa wedey jutaan
938,3,0.6592,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",memang web terbaik se asia gak salah pilih cuma 𝐒𝐆𝐈 yang bisa gni
939,1,0.9144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",keren gas di mari kak 𝐒𝐆𝐈
940,3,0.585,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",agak kecewa sih soalnya poco itu ciri khasnya hp gaming kenapa harus focus ke camera kan udah ada redmi ama xiaomi harusnya focus aja ama performa padahal banyak yg ngarep ni hp bakal ama iqoo dari segi batre layar dan semacamnya tapi yaa sudahlah kalo emang mau gaming udah jelas iqoo kurang bagus kalo ambil f ultra saranku mending f pro berbanding f ultra
941,4,0.9283,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",poco jt design nya ga menarik pula tpi tetep laris
942,4,0.945,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",hp mahal masih aja ada kedutan emang ciri hkas xiomi mah emang gk bisa lepas dari kedutan
943,1,0.6014,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",lebih worth it seri xiaomi di harga yg sama gda iklan kamera lebih ckep cipset sama tpi cooling sistem flagship sejati g bsa boong liat review ytbr cupu material sama premium tpi look mewahnya blm dpt layarnya msih di bawah flagship blm ltpo f ultra lawannya jga berat iqoo
944,3,0.8217,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",part paling penting apakah masih ada iklan
945,1,0.8144,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",dibawah jt gas
946,5,0.4879,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",di kampung gue ngga ada yang jual kopi kapal api padahal pengen nyobain
947,4,0.9283,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",heran xiaomi buat itu hp kan harga segitu ada di seri t pro
948,3,0.8717,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",bang pin komenlah banyak judol
949,4,0.9377,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",tidak masuk akal dng harga segitu eman duite
950,3,0.708,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",hp jt ada iklan nya
951,2,0.7875,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",poco tetaplah poco brand imagenya yg udh melekat gak bisa dirubah fitur canggihnya menurut gua ini cocok buat orang yg pure ngejar peforma tp kalo orang yg sering nyari relasi gk cocok karena design sama brandnya gk terlalu bagus
952,5,0.4746,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",kalo di adu sama iqo apakah tidak wort it
953,3,0.9303,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",iqoo harga kalo mau di adu ama xiaomi harga sama
954,0,0.8637,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",redmi be like busettt
955,0,0.7351,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",untuk harga mepet bgt juta si menurut w kureng mending ke iqoo walau nambah sejuta kalau poco berani nurunin ke mentok² w yakin laku keras bet ini
956,2,0.5337,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bg bahas infinix note pro
957,5,0.8948,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang hp nokia lumia max coba bang
958,2,0.7034,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",ngakak banget
959,3,0.5317,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",heran ama orang peduli amat sama iklan padahal juga lu pada jarang kan buka aplikasi bawaan xiaomi lagian juga bisa dimatiin itu iklan youtube sama google chrome yg banyak iklan aja pada diem gk protes ada iklan buat nekan harga jual itu hp supaya lebih murah di banding merekhp lainnya kek gak paham aja
960,3,0.4834,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",wkwkwk youtube dia bilang banyak iklan hp harga segitu udah bukan buat orang miskin kayak lu bro yang namanya iklan udah harusnya gaada iqoo gaada iklan sama sekali dan harganya lebih murah memang lawak fanboy xiaomi ini gw yang fans udah dri sebelum xiaomi ada nama di indonesia aja kecewa dengan produk jt ini tpi masih ngiklan
961,3,0.9884,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",floristars klo lu kaya ngapain masih mendangmendingin merek klo lu suka beli klo gak suka ya gak usah beli iklan bisa di ilangin kok ribet lagian ada iklan cuma di aplikasi bawaannya xiaomi aja itu juga jarang bgt di buka iklannya juga minim gak ganggu bgt btw lu fans abal kale komen lu seolaholah mengatakan iklan di hp pocoxiaomi banyak bgt dan ganggu bgt gitu wkwkwk padahal biasa aja iklannya
962,0,0.6899,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",ga akan laku
963,0,0.8936,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",kyk ny bakal ambil samsung sfe
964,1,0.696,"iqoo, mending, , poco, harga, infinix, mahal, kamera, beli, salam",gas
965,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",pengin ke f pro
966,2,0.8189,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",masih pake poco f
967,2,0.4484,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",sama t pro worth it mana
968,2,0.6055,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",t vs t pro gmn selain soal kamera
969,5,0.8128,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",beli atau di kasih itu bang
970,4,0.8825,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",om david request donk hp zte nubia vdesign dan nubia vmax yg tahan banting itu batrenya juga gede mah dikelas entry
971,5,0.5939,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",bang kalo review hp yang udah mid to highend tambahin wuthering waves juga soalnya itu game berat paling cocok buat test chipset yang kenceng
972,4,0.8055,"poco, iklan, kamera, harga, flagship, xiaomi, bagus, nggak, ultra, juta",mantap tuh pitur yg jarang punya d bren lain jt loh ada iklan nya
973,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",yg tgl udh beli ada yg udh nyampe
974,0,0.4834,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",model camera kayak hp juta
975,2,0.8697,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bahas nothing phone bang
976,3,0.8998,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",minusnya xiaomi cuman ya benar selalu ada iklan
977,0,0.8935,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",tmbh juta dkit dpt ip
978,3,0.9303,"iklan, xiaomi, harga, beli, poco, juta, mending, pake, komen, pro",knp ga dibikin bagus si designnya harga jt loh
979,0,0.6755,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",saya pakai samaung tapi harus di akui vivo xiaomi dan oppo terbaik dalam photography nyesal beli samsung benerannn sangat biasa hasil photonya sama kayak iphone kena ai davidnya gak pernah bandingkan vidionya sengan merk di atas yang saya sebutkan udah pst buang kelaut dah samsung sm iphone pelit fitur harga kemahalan iphone harga juta pake hz generasi muda skr hancur karena tiktok dan gayaan gengsian kalau memang sanggup beli beli aaja harga juta si david ini sbnrnya kurang dalam hal kopentetif dalam penilaian karena dia berfikir dari segi dia mampu bagi kaum mendang mending belilah hp di saat itu produk udah jalan tahun jangan beli pas baru keluar mending beli f atau vivo x atau xiaomi jangan beli yang baru keluar
980,0,0.8106,"poco, ultra, iqoo, harga, juta, beli, kamera, iphone, samsung, tunggu",auto bungkus nih hp
981,5,0.9137,"beli, api, kopi, kapal, review, david, game, coba, gua, langsung",akibat perang imporhp china jadi mahal
982,2,0.8982,"pro, poco, beli, nonton, tim, doang, review, pake, ultra, alhamdulillah",bg dafit review hp poco m pro g
